Genre,Author,Title,Year
Romance/Erotic Romance,Blue Saffire,Be My Valentine,2019
Romance/Erotic Romance,Blue Saffire,Doctor Feel Good,2019
Romance/Erotic Romance,Blue Saffire,When to Call Quinn,2020
Romance/Erotic Romance,Blue Saffire,In Deep,2020
Romance/Erotic Romance,Emma Salah,Dirty Tactics,2020
Romance/Erotic Romance,Lydia San Andres,The Infamous Miss Rodriguez,2016
Romance/Erotic Romance,Lydia San Andres,A Summer for Scandal,2017
Romance/Erotic Romance,Pamela Sanderson,Heartbeat Braves,2016
Romance/Erotic Romance,Pamela Sanderson,Lovesick Braves,2017
Romance/Erotic Romance,Pamela Sanderson,Sweetheart Braves,2018
Romance/Erotic Romance,Pamela Sanderson,Crooked Rock Braves,2019
Romance/Erotic Romance,Yaffa S. Santos,A Taste of Sage,2020
Romance/Erotic Romance,Sabrina B. Scales,How to Love,2018
Romance/Erotic Romance,Sabrina B. Scales,Thou Shall Not Run,2019
Romance/Erotic Romance,Sabrina B. Scales,Naughty: An Erotic Christmas Novella,2019
Romance/Erotic Romance,Sabrina B. Scales,Nasty,2019
Romance/Erotic Romance,Sabrina B. Scales,Plus,2019
Romance/Erotic Romance,Sabrina B. Scales,Freaky Tales,2019
Romance/Erotic Romance,Sabrina B. Scales,Desdemona’s Closet: A Christmas Tale,2019
Romance/Erotic Romance,Sabrina B. Scales,Thou Shall Not Hide,2020
Romance/Erotic Romance,Sabrina B. Scales,Thou Shall Not Fear,2020
Romance/Erotic Romance,Cat Sebastian,Unmasked By the Marquess,2018
Romance/Erotic Romance,Cat Sebastian,A Duke in Disguise,2019
Romance/Erotic Romance,Cat Sebastian,A Little Light Mischief,2019
Romance/Erotic Romance,Cat Sebastian,A Delicate Deception,2019
Romance/Erotic Romance,Cat Sebastian,"Hither, Page",2019
Romance/Erotic Romance,Cat Sebastian,Two Rogues Make a Right,2020
Romance/Erotic Romance,Anne Shade,Femme Tales: A Modern Day Fairy Tale Trilogy,2020
Romance/Erotic Romance,Anne Shade,Love and Lotus Blossoms,2021
Romance/Erotic Romance,Nisha Sharma,The Takeover Effect,2019
Romance/Erotic Romance,Nisha Sharma,The Legal Affair,2020
Romance/Erotic Romance,Nisha Sharma,Dating Dr. DIL,2022
Romance/Erotic Romance,Mona Shroff,"Then, Now, Always",2020
Romance/Erotic Romance,Mona Shroff,Then There Was You,2021
Romance/Erotic Romance,Jude Sierra,A Tiny Piece of Something Greater,2018
Romance/Erotic Romance,Jasmine Silvera,Death’s Dancer,2016
Romance/Erotic Romance,Jasmine Silvera,Dancer’s Flame,2018
Romance/Erotic Romance,Jasmine Silvera,The Talon & The Blade,2019
Romance/Erotic Romance,Jasmine Silvera,Binding Shadows,2020
Romance/Erotic Romance,Pat Simmons,Lean on Me,2020
Romance/Erotic Romance,Pat Simmons,Here for You,2020
Romance/Erotic Romance,Pat Simmons,Christmas Dinner,2020
Romance/Erotic Romance,Pat Simmons,Stand by Me,2021
Romance/Erotic Romance,Naima Simone,Sin & Ink,2018
Romance/Erotic Romance,Naima Simone,The Billionaire’s Bargain,2019
Romance/Erotic Romance,Naima Simone,Black Tie Billionaire,2019
Romance/Erotic Romance,Naima Simone,Blame it on the Billionaire,2020
Romance/Erotic Romance,Naima Simone,Ruthless Pride,2020
Romance/Erotic Romance,Naima Simone,Trust Fund Fiancé,2020
Romance/Erotic Romance,Naima Simone,Vows in Name Only,2020
Romance/Erotic Romance,Naima Simone,Back in the Texan’s Bed,2021
Romance/Erotic Romance,Naima Simone,Slow Dance at Rose Bend,2021
Romance/Erotic Romance,Naima Simone,The Road to Rose Bend,2021
Romance/Erotic Romance,Naima Simone,Secrets of a One Night Stand,2021
Romance/Erotic Romance,Naima Simone,Christmas at Rose Bend,2021
Romance/Erotic Romance,Nalini Singh,Archangel’s War,2019
Romance/Erotic Romance,Nalini Singh,Wolf Night,2019
Romance/Erotic Romance,Nalini Singh,Love Hard,2020
Romance/Erotic Romance,Nalini Singh,Alpha Night,2020
Romance/Erotic Romance,Jodie Slaughter,All Things Burn,2019
Romance/Erotic Romance,Jodie Slaughter,White Whiskey Bargain,2019
Romance/Erotic Romance,Jodie Slaughter,Just One More: A Valentine’s Day Novella,2020
Romance/Erotic Romance,Frederick Smith and Chaz Lamar Cruz,In Case You Forgot,2019
Romance/Erotic Romance,Frederick Smith and Chaz Lamar Cruz,Busy Ain’t the Half of It,2021
Romance/Erotic Romance,Maureen Smith,Wicked Games,2015
Romance/Erotic Romance,Maureen Smith,The Swede,2017
Romance/Erotic Romance,Maureen Smith,Sin Bin,2019
Romance/Erotic Romance,Suleikha Snyder,Tikka Chance on Me,2018
Romance/Erotic Romance,Suleikha Snyder,Dil or No Dil,2018
Romance/Erotic Romance,Suleikha Snyder,Big Bad Wolf,2021
Romance/Erotic Romance,Suleikha Snyder,Pretty Little Lion,2021
Romance/Erotic Romance,Sabrina Sol,One Night More: A Hotel Arroyo Novella,2018
Romance/Erotic Romance,Germaine Solomon,Hot Holiday Love,2017
Romance/Erotic Romance,Mia Sosa,Pretending He’s Mine,2018
Romance/Erotic Romance,Mia Sosa,Crashing Into Her,2019
Romance/Erotic Romance,Mia Sosa,The Worst Best Man,2020
Romance/Erotic Romance,S.M. Soto,Deception and Chaos,2018
Romance/Erotic Romance,S.M. Soto,Blood and Chaos,2019
Romance/Erotic Romance,S.M. Soto,A Cruel Love,2019
Romance/Erotic Romance,S.M. Soto,Love and Chaos,2019
Romance/Erotic Romance,S.M. Soto,Ache,2019
Romance/Erotic Romance,S.M. Soto,Kiss Me With Lies,2019
Romance/Erotic Romance,Yarah St. John,At the CEO’s Pleasure,2019
Romance/Erotic Romance,Yarah St. John,His Marriage Demand,2019
Romance/Erotic Romance,Yarah St. John,Red Carpet Redemption,2019
Romance/Erotic Romance,Yarah St. John,Secrets of a Fake Fiancée,2020
Romance/Erotic Romance,Yarah St. John,Insatiable Hunger,2020
Romance/Erotic Romance,Ella Stainton,Best Laid Plans,2020
Romance/Erotic Romance,Railyn Stone,Love and Loopholes,2018
Romance/Erotic Romance,Railyn Stone,Restored Hearts,2020
Romance/Erotic Romance,Philip William Stover,There Galapagos My Heart,2020
Romance/Erotic Romance,Philip William Stover,The Hideaway Inn,2020
Romance/Erotic Romance,Philip William Stover,The Beautiful Things Shoppe,2021
Romance/Erotic Romance,Jesse Q. Sutanto,Dial A for Aunties,2021
Romance/Erotic Romance,Lilah Suzanne,Jilted,2018
Romance/Erotic Romance,Lilah Suzanne,Tack & Jibe,2020
Romance/Erotic Romance,RoAnna Sylver,Moon-Bright Tides,2018
Romance/Erotic Romance,Kiru Taye,Bound to Liberty,2020
Romance/Erotic Romance,S. Taylor,Honeydew,2019
Romance/Erotic Romance,S. Taylor,I’m Yours,2019
Romance/Erotic Romance,S. Taylor,September Song,2019
Romance/Erotic Romance,Jacquelin Thomas,A Family for the Firefighter,2021
Romance/Erotic Romance,Jacquelin Thomas,Her Hometown Hero,2022
Romance/Erotic Romance,Sherry Thomas,The Heart is a Universe,2017
Romance/Erotic Romance,Alex K. Thorne,Chasing Stars,2018
Romance/Erotic Romance,Julie Tieu,The Donut Trap,2021
Romance/Erotic Romance,Christa Tomlinson,Cosmic Desire,2019
Romance/Erotic Romance,Christa Tomlinson,BLAZE: A Superhero Romance,2019
Romance/Erotic Romance,Christa Tomlinson,"Cuffs, Collars, and Love: The Complete Series",2019
Romance/Erotic Romance,Christa Tomlinson,Valentine's Day Hero,2020
Romance/Erotic Romance,Christa Tomlinson,DR. Z: A Superhero Romance,2020
Romance/Erotic Romance,Christa Tomlinson,BEAST: A Superhero Romance,2020
Romance/Erotic Romance,Christa Tomlinson,FROST: A Superhero Romance,2021
Romance/Erotic Romance,Holley Trent,Writing Her In,2019
Romance/Erotic Romance,Holley Trent,Three Part Harmony,2019
Romance/Erotic Romance,Holley Trent,Lowdown Dirty,2019
Romance/Erotic Romance,Holley Trent,Plot Twist,2019
Romance/Erotic Romance,M. Ullrich,Top of Her Game,2019
Romance/Erotic Romance,Eve Vaughn,The Kyriakis Redemption,2018
Romance/Erotic Romance,Eve Vaughn,Obsessed,2018
Romance/Erotic Romance,Eve Vaughn,Perfect,2018
Romance/Erotic Romance,Eve Vaughn,The Kyriakis Triumph,2018
Romance/Erotic Romance,Eve Vaughn,Tempted,2018
Romance/Erotic Romance,A.E. Via,Bishop,2019
Romance/Erotic Romance,A.E. Via,Nothing Special VII: Ex Meridian,2020
Romance/Erotic Romance,A.E. Via,Wood,2020
Romance/Erotic Romance,Laina Villeneuve,Cure for Insomnia,2021
Romance/Erotic Romance,Diana W.,By Chance,2018
Romance/Erotic Romance,Diana W.,Chance Taken,2018
Romance/Erotic Romance,Diana W.,Chance Given,2018
Romance/Erotic Romance,Diana W.,Feelin’ You,2019
Romance/Erotic Romance,Olivia Waite,The Lady’s Guide to Celestial Mechanics,2019
Romance/Erotic Romance,Olivia Waite,The Care and Feeding of Waspish Widows,2020
Romance/Erotic Romance,Olivia Waite,The Hellion’s Waltz,2021
Romance/Erotic Romance,Yolanda Wallace,Tailor-Made,2017
Romance/Erotic Romance,Yolanda Wallace,Pleasure Cruise,2018
Romance/Erotic Romance,Yolanda Wallace,Comrade Cowgirl,2019
Romance/Erotic Romance,Yolanda Wallace,Heart of a Killer,2019
Romance/Erotic Romance,Alexandra Warren,Displacement: A Building 402 Novella,2019
Romance/Erotic Romance,Alexandra Warren,A Tale of Two Cities: A Valentine’s Novella,2019
Romance/Erotic Romance,Alexandra Warren,A Tale of Two Cities: Holiday Novella Collection,2019
Romance/Erotic Romance,Alexandra Warren,Baggage Claimed,2019
Romance/Erotic Romance,Alexandra Warren,One Last Shot,2019
Romance/Erotic Romance,Alexandra Warren,Love Unsolicited,2019
Romance/Erotic Romance,Alexandra Warren,Uncovered Truths,2020
Romance/Erotic Romance,Alexandra Warren,Oops!,2020
Romance/Erotic Romance,Alexandra Warren,Whoa,2020
Romance/Erotic Romance,AlTonya Washington,Seductive Memory,2018
Romance/Erotic Romance,AlTonya Washington,Seductive Moments,2018
Romance/Erotic Romance,AlTonya Washington,The Warrior’s Gift,2019
Romance/Erotic Romance,Rebekah Weatherspoon,At Her Feet,2013
Romance/Erotic Romance,Rebekah Weatherspoon,Rafe: A Buff Male Nanny,2018
Romance/Erotic Romance,Rebekah Weatherspoon,Xeni: A Marriage of Inconvenience,2019
Romance/Erotic Romance,Rebekah Weatherspoon,A Cowboy to Remember,2020
Romance/Erotic Romance,Rebekah Weatherspoon,If The Boot Fits,2020
Romance/Erotic Romance,Rebekah Weatherspoon,A Thorn in the Saddle,2021
Romance/Erotic Romance,J.N. Welsh,Before We Say Goodbye,2018
Romance/Erotic Romance,J.N. Welsh,In Tune,2018
Romance/Erotic Romance,J.N. Welsh,In Rhythm,2019
Romance/Erotic Romance,Jamie Wesley,Make the Play,2017
Romance/Erotic Romance,Jamie Wesley,The Sweet Life,
Romance/Erotic Romance,Xan West,"Nine of Swords, Reversed",2018
Romance/Erotic Romance,Xan West,Their Troublesome Crush,2019
Romance/Erotic Romance,Xan West,Eight Kinky Nights,2019
Romance/Erotic Romance,Xan West,Tenderness,2020
Romance/Erotic Romance,Denise N. Wheatley,Love at the Icicle Café,2020
Romance/Erotic Romance,Denise N. Wheatley,She Gets What She Wants,2021
Romance/Erotic Romance,Denise N. Wheatley,Cold Case True Crime,2021
Romance/Erotic Romance,Denise N. Wheatley,Bayou Christmas Disappearance,2021
Romance/Erotic Romance,Denise Williams,How to Fail at Flirting,2020
Romance/Erotic Romance,Denise Williams,The Fastest Way to Fall,2021
Romance/Erotic Romance,Shanora Williams,The Man I Can’t Have,2019
Romance/Erotic Romance,Shanora Williams,The Man I Need,2019
Romance/Erotic Romance,Shanora Williams,Coach Me,2020
Romance/Erotic Romance,Shanora Williams,Until the Last Breath,2020
Romance/Erotic Romance,Synithia Williams,Forbidden Promises,2020
Romance/Erotic Romance,Synithia Williams,Scandalous Secrets,2020
Romance/Erotic Romance,Synithia Williams,Careless Whispers,2021
Romance/Erotic Romance,Tia Williams,Seven Days in June,2021
Romance/Erotic Romance,K.D. Williamson,Blurred Lines,2016
Romance/Erotic Romance,K.D. Williamson,Crossing Lines,2016
Romance/Erotic Romance,K.D. Williamson,Erasing the Lines,2018
Romance/Erotic Romance,K.D. Williamson,Between the Lines,2017
Romance/Erotic Romance,K.D. Williamson,Drawing the Line,2018
Romance/Erotic Romance,K.D. Williamson,Big Girl Pill,2019
Romance/Erotic Romance,Meryl Wilsner,Something to Talk About,2020
Romance/Erotic Romance,Lee Winter,Breaking Character,2018
Romance/Erotic Romance,Lee Winter,Changing the Script,2019
Romance/Erotic Romance,Nikki Winter,A Drop in the Ocean,2018
Romance/Erotic Romance,Brooke Winters,Kneel: Stories of Lesbian Submission,2019
Romance/Erotic Romance,Brooke Winters,Bound to the Monarchs,2019
Romance/Erotic Romance,Brooke Winters,No Room at the Inn,2019
Romance/Erotic Romance,Brooke Winters,The Erotic Hotel Evaluator,2020
Romance/Erotic Romance,Brooke Winters,Submissive Unbound,2020
Romance/Erotic Romance,Jade Winters,Falling,2020
Romance/Erotic Romance,Sara Taylor Woods,Hold Me Down,2017
Romance/Erotic Romance,Sara Taylor Woods,Fall: A Sean Poole Short,2017
Romance/Erotic Romance,Teneka Woods,Hot August Nights,2019
Romance/Erotic Romance,Addie Woolridge,The Checklist,2021
Romance/Erotic Romance,Addie Woolridge,The Bounce Back,2021
Romance/Erotic Romance,Elle Wright,Touched by You,2017
Romance/Erotic Romance,Elle Wright,Enticed by You,2018
Romance/Erotic Romance,Elle Wright,Pleasured by You,2018
Romance/Erotic Romance,Elle Wright,Sweet Love/Because of You,2019
Romance/Erotic Romance,Elle Wright,Spark of Desire/All for You,2019
Romance/Erotic Romance,Elle Wright,The Closing Bid,2019
Romance/Erotic Romance,Elle Wright,The Way You Tempt Me,2020
Romance/Erotic Romance,Elle Wright,The Way You Hold Me,2020
Romance/Erotic Romance,Elle Wright,The Way You Love Me,2021
Romance/Erotic Romance,Cathy Yardley,Game of Hearts,2018
Romance/Erotic Romance,Cathy Yardley,What Happens at Con,2018
Romance/Erotic Romance,Cathy Yardley,Ms. Behave,2018
Romance/Erotic Romance,Cathy Yardley,Playing Doctor,2019
Romance/Erotic Romance,Cathy Yardley,Ship of Fools,2019
Romance/Erotic Romance,Cathy Yardley,Prose Before Bros,2019
Romance/Erotic Romance,Evangeline Parsons Yazzie,"Her Land, Her Love",2014
Romance/Erotic Romance,Evangeline Parsons Yazzie,"Her Enemy, Her Love",2016
Romance/Erotic Romance,Evangeline Parsons Yazzie,"Her Captive, Her Love",2017
Romance/Erotic Romance,Evangeline Parsons Yazzie,"Their Land, Their Love: The Return Home",2018
Romance/Erotic Romance,D.A. Young,The Farmer and the Belle,2016
Romance/Erotic Romance,D.A. Young,"Time, Love & Tenderness",2019
Romance/Erotic Romance,D.A. Young,All We Ever Needed,2019
Romance/Erotic Romance,Anna Zabo,Syncopation,2018
Romance/Erotic Romance,Anna Zabo,Counterpoint,2018
Romance/Erotic Romance,Anna Zabo,Reverb,2019
Romance/Erotic Romance,Mariana Zapata,The Best Thing,2019
Romance/Erotic Romance,Fiona Zedde,Every Dark Desire,2015
Romance/Erotic Romance,Fiona Zedde,Bliss,2016
Romance/Erotic Romance,Fiona Zedde,A Taste of Sin,2016
Romance/Erotic Romance,Fiona Zedde,Hungry for It,2017
Romance/Erotic Romance,Fiona Zedde,The Power of Mercy,2017
Romance/Erotic Romance,Fiona Zedde,Insatiable Appetites,2018
Romance/Erotic Romance,Fiona Zedde,A Lover’s Mercy,2019
Romance/Erotic Romance,Fiona Zedde,House of Agnes,2021
Fantasy,Day Al-Mohamed,The Labyrinth’s Archivist,2019
Fantasy,Mark Aaron Alvarez,Dutybound,2021
Fantasy,Sifton Tracey Anipare,Yume,2021
Fantasy,Claudie Arseneault,Baker Thief,2018
Fantasy,Mishell Baker,Impostor Syndrome,2018
Fantasy,Antoine Bandele,The Kishi,2018
Fantasy,Antoine Bandele,By Sea & Sky: An Esowon Story,2020
Fantasy,Ashok K. Banker,Upon a Burning Throne,2019
Fantasy,Ashok K. Banker,A Dark Queen Rises,2021
Fantasy,Shawna Barnett,Windfall,2021
Fantasy,Aliette de Bodard,The House of Binding Thorns,2017
Fantasy,Aliette de Bodard,The House of Sundering Flames,2019
Fantasy,Aliette de Bodard,Fireheart Tiger,2021
Fantasy,Alina Boyden,Stealing Thunder,2020
Fantasy,Alina Boyden,Gifting Fire,2021
Fantasy,Maurice Broaddus,Buffalo Soldier,2017
Fantasy,Anna Burke,Thorn,2019
Fantasy,Christopher Caldwell-Kelly,“Canst Thou Draw Out the Leviathan”,2019
Fantasy,Kacen Callender,Queen of the Conquered,2019
Fantasy,Kacen Callender,King of the Rising,2020
Fantasy,Effie Calvin,The Queen of Ieflaria,2018
Fantasy,Effie Calvin,Daughter of the Sun,2018
Fantasy,Effie Calvin,The Queen of Rhodia,2019
Fantasy,Effie Calvin,The Empress of Xytae,2019
Fantasy,Effie Calvin,The Daughter of the Moon,2020
Fantasy,Celeste Castro,The Taking,2019
Fantasy,S. A. Chakraborty,The City of Brass,2017
Fantasy,S. A. Chakraborty,The Kingdom of Copper,2018
Fantasy,S. A. Chakraborty,The Empire of Gold,2020
Fantasy,Zen Cho,Sorcerer to the Crown,2015
Fantasy,Zen Cho,The True Queen,2019
Fantasy,Zen Cho,The Order of the Pure Moon Reflected in Water,2020
Fantasy,Zen Cho,Black Water Sister,2021
Fantasy,Zen Cho,Spirits Abroad: Stories,2021
Fantasy,John Chu,Beyond the El,2019
Fantasy,C.L. Clark,The Unbroken,2021
Fantasy,P. Djèlí Clark,The Black God’s Drums,2018
Fantasy,P. Djèlí Clark,The Haunting of Tram Car 015,2019
Fantasy,Alysia Constantine,Olympia Knife,2017
Fantasy,Zoraida Córdova,The Inheritance of Orquídea Divina,2021
Fantasy,April Daniels,Dreadnought,2017
Fantasy,April Daniels,Sovereign,2017
Fantasy,Indra Das,The Devourers,2017
Fantasy,Sunyi Dean,The Book Eaters,2022
Fantasy,Cherie Dimaline,Empire of Wild,2020
Fantasy,Katharine Duckett,Miranda in Milan,2019
Fantasy,Nicky Drayden,Temper,2018
Fantasy,Eboni J. Dunbar,Stone and Steel,2020
Fantasy,K.D. Edwards,The Last Sun,2018
Fantasy,K.D. Edwards,The Hanged Man,2019
Fantasy,Hadeer Elsbai,The Daughters of Izdihar,2023
Fantasy,J.S. Emuakpor,Queen of Zazzau,2018
Fantasy,Kipjo Ewers,Genesis,2018
Fantasy,Kipjo Ewers,"Help, I’m a Superhero!",2020
Fantasy,Kipjo Ewers,The Elf and the LARP,2020
Fantasy,Kipjo Ewers,The War of Mortal Gods,2020
Fantasy,Isaac R. Fellman,The Breath of the Sun,2018
Fantasy,Dane Figueroa Edidi,Yemaya’s Daughters,2014
Fantasy,Emily Foster,The Drowning Eyes,2016
Fantasy,T. Frohock,Where Oblivion Lives,2019
Fantasy,Sarah Gailey,River of Teeth,2017
Fantasy,Sarah Gailey,Taste of Marrow,2017
Fantasy,Sarah Gailey,Magic for Liars,2019
Fantasy,Yan Ge,Strange Beasts of China,2021
Fantasy,Tina Glasneck,Once Bitten,2017
Fantasy,Tina Glasneck,Zero Hour,2019
Fantasy,Tina Glasneck,Twice as High,2019
Fantasy,Tina Glasneck,Marked by the Gods,2019
Fantasy,Tina Glasneck,Three Little Words,2020
Fantasy,Tina Glasneck,Four Times the Fight,2020
Fantasy,Seressia Glass,Shadow Hunt,
Fantasy,Nicole Glover,The Conductors,2021
Fantasy,Nicole Glover,The Undertakers,2021
Fantasy,Ian Gregoire,The Exercise of Vital Powers,2018
Fantasy,Ian Gregoire,The Apprentice in the Master’s Shadow,2020
Fantasy,Nicola Griffith,Spear,2022
Fantasy,A.J. Hackwith,The Library of the Unwritten,2019
Fantasy,Andrea Hairston,Master of Poisons,2020
Fantasy,Andrea Hairston,Redwood and Wildfire,2022
Fantasy,Ginn Hale,Master of Restless Shadows Book One,2019
Fantasy,Ginn Hale,Master of Restless Shadows Book Two,2021
Fantasy,Kahilah Harry,Souls,2021
Fantasy,Celeste Harte,Conquest,2020
Fantasy,Alexis Henderson,The Year of the Witching,2020
Fantasy,Veronica G. Henry,Bacchanal,2021
Fantasy,Saad Z. Hossain,Djinn City,2017
Fantasy,Saad Z. Hossain,The Gurkha and the Lord of Tuesday,2019
Fantasy,S.L. Huang,Burning Roses,2020
Fantasy,S.L. Huang,The Water Outlaws,2022
Fantasy,T.L. Huchu,The Library of the Dead,2021
Fantasy,T.L. Huchu,Our Lady of Mysterious Ailments,2022
Fantasy,Marlon James,"Black Leopard, Red Wolf",2019
Fantasy,Marlon James,"Moon Witch, Spider King",2022
Fantasy,Naseem Jamnia,The Bruising of Qilwa,2022
Fantasy,N.K. Jemisin,How Long ‘Til Black Future Month?: Stories,2018
Fantasy,N.K. Jemisin,The City we Became,2020
Fantasy,Alaya Dawn Johnson,Trouble the Saints,2020
Fantasy,Alaya Dawn Johnson,Reconstruction: Stories,2020
Fantasy,Harold R. Johnson,The Björkan Sagas,2021
Fantasy,Jen Karner,Cinders of Yesterday,2021
Fantasy,R.B. Lemberg,The Four Profound Weaves,2020
Fantasy,J.C. Kang,Masters of Deception,2018
Fantasy,J.C. Kang,Thorn of the Night Blossoms,2019
Fantasy,J.C. Kang,White Sheep of the Family,2019
Fantasy,J.C. Kang,Wretches of the Trench,2019
Fantasy,J.C. Kang,Temptress of Fates,2019
Fantasy,J.C. Kang,Prelude to Insurrection,2020
Fantasy,J.C. Kang,Assassins of Brush and Blade,2020
Fantasy,Arata Kanoh,"original story by Makoto Shinkai, The Place Promised in Our Early Days",2020
Fantasy,J. S. Kelley,Gutter Mage,2021
Fantasy,Kharma Kelley,Kiss of the Fallen,2018
Fantasy,Ausma Zehanat Khan,The Bloodprint,2017
Fantasy,Ausma Zehanat Khan,The Black Khan,2018
Fantasy,Ausma Zehanat Khan,The Blue Eye,2019
Fantasy,Ausma Zehanat Khan,The Bladebone,2020
Fantasy,Cassandra Khaw,The Last Supper Before Ragnarok,2019
Fantasy,T.J. Klune,The House in the Cerulean Sea,2020
Fantasy,Anita Kopacz,Shallow Waters,2021
Fantasy,Barbara Krasnoff,The History of Soul 2065,2019
Fantasy,R.F. Kuang,The Poppy War,2018
Fantasy,R.F. Kuang,The Dragon Republic,2019
Fantasy,R.F. Kuang,The Burning God,2020
Fantasy,R.F. Kuang,"Babel, or the Necessity of Violence: An Arcane History of the Oxford Translators’ Revolution",2022
Fantasy,Sarah Kuhn,Heroine Complex,2016
Fantasy,Sarah Kuhn,Heroine Worship,2017
Fantasy,Sarah Kuhn,Heroine’s Journey,2018
Fantasy,Sarah Kuhn,Haunted Heroine,2020
Fantasy,Sarah Kuhn,Hollywood Heroine,2021
Fantasy,A.K. Larkwood,The Unspoken Name,2020
Fantasy,A.K. Larkwood,The Thousand Eyes,2022
Fantasy,Jen Lawrence,Guardian,2021
Fantasy,Fonda Lee,Jade City,2017
Fantasy,Fonda Lee,Jade War,2019
Fantasy,Fonda Lee,Jade Legacy,2021
Fantasy,Yoon Ha Lee,Phoenix Extravagant,2020
Fantasy,L.D. Lewis,A Ruin of Shadows,2018
Fantasy,Jeannie Lin,Gunpowder Alchemy,2014
Fantasy,Jeannie Lin,The Warlord and the Nightingale,2015
Fantasy,Jeannie Lin,Clockwork Samurai,2017
Fantasy,Jeannie Lin,Tales from the Gunpowder Chronicles,2019
Fantasy,Ken Liu,The Grace of Kings,2015
Fantasy,Ken Liu,The Wall of Storms,2016
Fantasy,Ken Liu,The Veiled Throne,2021
Fantasy,Marjorie Liu,Tangleroot Palace: Stories,2021
Fantasy,Karen Lord,Unraveling,2019
Fantasy,Koyoko M.,The Black Parade series,2017
Fantasy,Koyoko M.,Of Cinder and Bone,2016
Fantasy,Koyoko M.,Of Blood and Ashes,2018
Fantasy,Ana Mardoll,No Man of Woman Born,2018
Fantasy,Rati Mehotra,Markswoman,2018
Fantasy,Rati Mehotra,Mahimata,2019
Fantasy,Elijah Menchaca,They Met in a Tavern,2021
Fantasy,Silvia Moreno-Garcia,The Beautiful Ones,2017
Fantasy,Silvia Moreno-Garcia,Gods of Jade and Shadow,2019
Fantasy,Silvia Moreno-Garcia,The Return of the Sorceress,2021
Fantasy,Alex Myers,The Story of Silence,2021
Fantasy,Jeannette Ng,Under the Pendulum Sun,2017
Fantasy,Okezie Nwoka,God of Mercy,2021
Fantasy,Suyi Davies Okungbowa,"David Mogo, Godhunter",2019
Fantasy,Suyi Davies Okungbowa,Son of the Storm,2021
Fantasy,Daniel José Older,The Book of Lost Saints,2019
Fantasy,B.C. Palmer,New Shoes,2018
Fantasy,Vikram Paralkar,Night Theater,2020
Fantasy,Shelley Parker-Chan,She Who Became the Sun,2021
Fantasy,Shelley Parker-Chan,untitled sequel,2022
Fantasy,L. Penelope,Song of Blood & Stone,2018
Fantasy,L. Penelope,Whispers of Shadow & Flame,2019
Fantasy,L. Penelope,Cry of Metal & Bone,2020
Fantasy,C.L. Polk,Witchmark,2018
Fantasy,C.L. Polk,Stormsong,2020
Fantasy,C.L. Polk,The Midnight Bargain,2020
Fantasy,C.L. Polk,Soulstar,2021
Fantasy,Kritika H. Rao,The Surviving Sky,2022
Fantasy,Dolores Reyes,Eartheater,2020
Fantasy,K. Arsenault Rivera,The Tiger’s Daughter,2017
Fantasy,K. Arsenault Rivera,The Phoenix Empress,2018
Fantasy,K. Arsenault Rivera,The Warrior Moon,2019
Fantasy,Navi’ Robins,Shadow of the Jackal,2021
Fantasy,Eden Robinson,Son of a Trickster,2017
Fantasy,Eden Robinson,Trickster Drift,2018
Fantasy,Rebecca Roanhorse,Trail of Lightning,2018
Fantasy,Rebecca Roanhorse,Storm of Locusts,2019
Fantasy,Rebecca Roanhorse,Black Sun,2020
Fantasy,Rebecca Roanhorse,Fevered Star,2022
Fantasy,Zin E. Rocklyn,Flowers for the Sea,2021
Fantasy,Gabriela Romero Lacruz,The Sun and the Void,
Fantasy,Rena Rossner,The Sisters of the Winter Wood,2018
Fantasy,C.T. Rwizi,Scarlet Odyssey,2020
Fantasy,C.T. Rwizi,Requiem Moon,2021
Fantasy,Michelle Sagara,Cast in Deception,2018
Fantasy,Michelle Sagara,Cast in Oblivion,2019
Fantasy,Michelle Sagara,Cast in Wisdom,2020
Fantasy,Michelle Sagara,Cast in Conflict,2021
Fantasy,Orlando A. Sanchez,The Operative,2018
Fantasy,Orlando A. Sanchez,Hell Hath No Fury,2019
Fantasy,Orlando A. Sanchez,The Magekiller,2019
Fantasy,Orlando A. Sanchez,Reaping Wind,2019
Fantasy,Charles Saunders,Nyumbani Tales,2017
Fantasy,Vivian Shaw,Strange Practice,2017
Fantasy,Vivian Shaw,Dreadful Company,2018
Fantasy,Vivian Shaw,Grave Importance,2019
Fantasy,Nisi Shawl,Everfair,2016
Fantasy,Enock I. Simbaya,Nasomi’s Quest,2020
Fantasy,David R. Slayton,White Trash Warlock,2020
Fantasy,David R. Slayton,Trailer Park Trickster,2021
Fantasy,Krystal A. Smith,Two Moons: Stories,2018
Fantasy,Gabrielle Squailia,Viscera,2016
Fantasy,Andrea Stewart,The Bone Shard Daughter,2020
Fantasy,Tasha Suri,Empire of Sand,2018
Fantasy,Tasha Suri,Realm of Ash,2019
Fantasy,Tasha Suri,The Jasmine Throne,2021
Fantasy,Sue Lynn Tan,Daughter of the Moon Goddess,2022
Fantasy,Sienna Tristen,The Heretic’s Guide to Homecoming,2018
Fantasy,K.S. Villoso,The Wolf of Oren-yaro,2018
Fantasy,K.S. Villoso,The Ikessar Falcon,2018
Fantasy,Cadwell Turnbull,"No Gods, No Monsters",2021
Fantasy,Nghi Vo,The Empress of Salt and Fortune,2020
